"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2021 12:15 - 05.01.2021 12:30","63175","72202"
"05.01.2021 12:30 - 05.01.2021 12:45","62996","72209"
"05.01.2021 12:45 - 05.01.2021 13:00","63214","71896"
"05.01.2021 13:00 - 05.01.2021 13:15","62607","71851"
"05.01.2021 13:15 - 05.01.2021 13:30","62151","71529"
"05.01.2021 13:30 - 05.01.2021 13:45","61796","71112"
"05.01.2021 13:45 - 05.01.2021 14:00","60983","70525"
"05.01.2021 14:00 - 05.01.2021 14:15","60775","70646"
"05.01.2021 14:15 - 05.01.2021 14:30","60269","70491"
"05.01.2021 14:30 - 05.01.2021 14:45","60642","70277"
"05.01.2021 14:45 - 05.01.2021 15:00","60635","70068"
"05.01.2021 15:00 - 05.01.2021 15:15","60287","70157"
"05.01.2021 15:15 - 05.01.2021 15:30","60090","69915"
"05.01.2021 15:30 - 05.01.2021 15:45","60351","69967"
"05.01.2021 15:45 - 05.01.2021 16:00","60194","69625"
"05.01.2021 16:00 - 05.01.2021 16:15","60219","70070"
"05.01.2021 16:15 - 05.01.2021 16:30","60596","70325"
"05.01.2021 16:30 - 05.01.2021 16:45","61086","70793"
"05.01.2021 16:45 - 05.01.2021 17:00","61800","71358"
"05.01.2021 17:00 - 05.01.2021 17:15","62511","71846"
"05.01.2021 17:15 - 05.01.2021 17:30","62981","72025"
"05.01.2021 17:30 - 05.01.2021 17:45","63517","72514"
"05.01.2021 17:45 - 05.01.2021 18:00","63872","72566"
"05.01.2021 18:00 - 05.01.2021 18:15","63792","72433"
"05.01.2021 18:15 - 05.01.2021 18:30","63566","72117"
"05.01.2021 18:30 - 05.01.2021 18:45","63418","71856"
"05.01.2021 18:45 - 05.01.2021 19:00","62987","71183"
"05.01.2021 19:00 - 05.01.2021 19:15","62471","70561"
"05.01.2021 19:15 - 05.01.2021 19:30","61480","70156"
"05.01.2021 19:30 - 05.01.2021 19:45","61334","69707"
"05.01.2021 19:45 - 05.01.2021 20:00","60882","69256"
"05.01.2021 20:00 - 05.01.2021 20:15","59286","68027"
"05.01.2021 20:15 - 05.01.2021 20:30","58094","66936"
"05.01.2021 20:30 - 05.01.2021 20:45","57065","66153"
"05.01.2021 20:45 - 05.01.2021 21:00","56460","65285"
"05.01.2021 21:00 - 05.01.2021 21:15","55933","64726"
"05.01.2021 21:15 - 05.01.2021 21:30","55389","63845"
"05.01.2021 21:30 - 05.01.2021 21:45","54600","63032"
"05.01.2021 21:45 - 05.01.2021 22:00","54328","62362"
"05.01.2021 22:00 - 05.01.2021 22:15","54380","62509"
"05.01.2021 22:15 - 05.01.2021 22:30","53735","61731"
"05.01.2021 22:30 - 05.01.2021 22:45","52841","60763"
"05.01.2021 22:45 - 05.01.2021 23:00","51778","59709"
"05.01.2021 23:00 - 05.01.2021 23:15","50990","58540"
"05.01.2021 23:15 - 05.01.2021 23:30","49834","57561"
"05.01.2021 23:30 - 05.01.2021 23:45","49026","56865"
"05.01.2021 23:45 - 06.01.2021 00:00","48214","56451"
"06.01.2021 00:00 - 06.01.2021 00:15","47977","54898"
"06.01.2021 00:15 - 06.01.2021 00:30","47113","54065"
"06.01.2021 00:30 - 06.01.2021 00:45","46854","53545"
"06.01.2021 00:45 - 06.01.2021 01:00","46324","52958"
"06.01.2021 01:00 - 06.01.2021 01:15","45616","52335"
"06.01.2021 01:15 - 06.01.2021 01:30","44793","51602"
"06.01.2021 01:30 - 06.01.2021 01:45","44582","51304"
"06.01.2021 01:45 - 06.01.2021 02:00","44371","50933"
"06.01.2021 02:00 - 06.01.2021 02:15","43527","50715"
"06.01.2021 02:15 - 06.01.2021 02:30","43896","50688"
"06.01.2021 02:30 - 06.01.2021 02:45","43632","50424"
"06.01.2021 02:45 - 06.01.2021 03:00","43556","50356"
"06.01.2021 03:00 - 06.01.2021 03:15","43350","50527"
"06.01.2021 03:15 - 06.01.2021 03:30","43752","50537"
"06.01.2021 03:30 - 06.01.2021 03:45","43747","50580"
"06.01.2021 03:45 - 06.01.2021 04:00","43782","50678"
"06.01.2021 04:00 - 06.01.2021 04:15","44021","51143"
"06.01.2021 04:15 - 06.01.2021 04:30","44394","51138"
"06.01.2021 04:30 - 06.01.2021 04:45","44631","51451"
"06.01.2021 04:45 - 06.01.2021 05:00","45015","51619"
"06.01.2021 05:00 - 06.01.2021 05:15","45545","51847"
"06.01.2021 05:15 - 06.01.2021 05:30","45510","52087"
"06.01.2021 05:30 - 06.01.2021 05:45","45881","52627"
"06.01.2021 05:45 - 06.01.2021 06:00","46322","53238"
"06.01.2021 06:00 - 06.01.2021 06:15","47652","54810"
"06.01.2021 06:15 - 06.01.2021 06:30","48905","55938"
"06.01.2021 06:30 - 06.01.2021 06:45","49856","56758"
"06.01.2021 06:45 - 06.01.2021 07:00","50768","57738"
"06.01.2021 07:00 - 06.01.2021 07:15","52649","59018"
"06.01.2021 07:15 - 06.01.2021 07:30","53154","59789"
"06.01.2021 07:30 - 06.01.2021 07:45","53917","61027"
"06.01.2021 07:45 - 06.01.2021 08:00","54407","61812"
"06.01.2021 08:00 - 06.01.2021 08:15","55649","63217"
"06.01.2021 08:15 - 06.01.2021 08:30","55938","63643"
"06.01.2021 08:30 - 06.01.2021 08:45","55490","63951"
"06.01.2021 08:45 - 06.01.2021 09:00","55951","64264"
"06.01.2021 09:00 - 06.01.2021 09:15","56500","64547"
"06.01.2021 09:15 - 06.01.2021 09:30","57589","65033"
"06.01.2021 09:30 - 06.01.2021 09:45","58004","65502"
"06.01.2021 09:45 - 06.01.2021 10:00","58233","65828"
"06.01.2021 10:00 - 06.01.2021 10:15","58498","66054"
"06.01.2021 10:15 - 06.01.2021 10:30","58992","66424"
"06.01.2021 10:30 - 06.01.2021 10:45","59516","66660"
"06.01.2021 10:45 - 06.01.2021 11:00","59764","67059"
"06.01.2021 11:00 - 06.01.2021 11:15","60497","67590"
"06.01.2021 11:15 - 06.01.2021 11:30","60890","68331"
"06.01.2021 11:30 - 06.01.2021 11:45","61389","68930"
"06.01.2021 11:45 - 06.01.2021 12:00","61998","69098"
"06.01.2021 12:00 - 06.01.2021 12:15","61157","69312"
"06.01.2021 12:15 - 06.01.2021 12:30","61370","67926"
"06.01.2021 12:30 - 06.01.2021 12:45","60787","67734"
"06.01.2021 12:45 - 06.01.2021 13:00","60767","67486"
"06.01.2021 13:00 - 06.01.2021 13:15","59960","67117"
"06.01.2021 13:15 - 06.01.2021 13:30","60367","66753"
"06.01.2021 13:30 - 06.01.2021 13:45","59621","66485"
"06.01.2021 13:45 - 06.01.2021 14:00","58996","67108"
"06.01.2021 14:00 - 06.01.2021 14:15","58690","66856"
"06.01.2021 14:15 - 06.01.2021 14:30","58522","66806"
"06.01.2021 14:30 - 06.01.2021 14:45","58414","66451"
"06.01.2021 14:45 - 06.01.2021 15:00","58509","66054"
"06.01.2021 15:00 - 06.01.2021 15:15","58004","66002"
"06.01.2021 15:15 - 06.01.2021 15:30","57851","65703"
"06.01.2021 15:30 - 06.01.2021 15:45","57871","65523"
"06.01.2021 15:45 - 06.01.2021 16:00","57961","65160"
"06.01.2021 16:00 - 06.01.2021 16:15","58260","65422"
"06.01.2021 16:15 - 06.01.2021 16:30","58996","65615"
"06.01.2021 16:30 - 06.01.2021 16:45","59357","66248"
"06.01.2021 16:45 - 06.01.2021 17:00","60099","67202"
"06.01.2021 17:00 - 06.01.2021 17:15","61616","67795"
"06.01.2021 17:15 - 06.01.2021 17:30","61985","68359"
"06.01.2021 17:30 - 06.01.2021 17:45","62556","68658"
"06.01.2021 17:45 - 06.01.2021 18:00","63043","69294"
"06.01.2021 18:00 - 06.01.2021 18:15","63028","68892"
"06.01.2021 18:15 - 06.01.2021 18:30","62684","68638"
"06.01.2021 18:30 - 06.01.2021 18:45","62580","68556"
"06.01.2021 18:45 - 06.01.2021 19:00","62115","68411"
"06.01.2021 19:00 - 06.01.2021 19:15","61828","67611"
"06.01.2021 19:15 - 06.01.2021 19:30","61283","66938"
"06.01.2021 19:30 - 06.01.2021 19:45","61157","66532"
"06.01.2021 19:45 - 06.01.2021 20:00","60686","65724"
"06.01.2021 20:00 - 06.01.2021 20:15","59623","64657"
"06.01.2021 20:15 - 06.01.2021 20:30","58170","63963"
"06.01.2021 20:30 - 06.01.2021 20:45","57352","63070"
"06.01.2021 20:45 - 06.01.2021 21:00","56714","62379"
"06.01.2021 21:00 - 06.01.2021 21:15","55861","61695"
"06.01.2021 21:15 - 06.01.2021 21:30","55463","61131"
"06.01.2021 21:30 - 06.01.2021 21:45","54737","60651"
"06.01.2021 21:45 - 06.01.2021 22:00","54627","60219"
"06.01.2021 22:00 - 06.01.2021 22:15","54150","60467"
"06.01.2021 22:15 - 06.01.2021 22:30","53631","60037"
"06.01.2021 22:30 - 06.01.2021 22:45","53352","59118"
"06.01.2021 22:45 - 06.01.2021 23:00","52024","58309"
"06.01.2021 23:00 - 06.01.2021 23:15","51058","57242"
"06.01.2021 23:15 - 06.01.2021 23:30","50027","56536"
"06.01.2021 23:30 - 06.01.2021 23:45","49434","55809"
"06.01.2021 23:45 - 07.01.2021 00:00","49095","55184"
"07.01.2021 00:00 - 07.01.2021 00:15","48553","54269"
"07.01.2021 00:15 - 07.01.2021 00:30","47775","53619"
"07.01.2021 00:30 - 07.01.2021 00:45","47348","52867"
"07.01.2021 00:45 - 07.01.2021 01:00","47201","52446"
"07.01.2021 01:00 - 07.01.2021 01:15","46576","51883"
"07.01.2021 01:15 - 07.01.2021 01:30","45766","51594"
"07.01.2021 01:30 - 07.01.2021 01:45","45612","51258"
"07.01.2021 01:45 - 07.01.2021 02:00","45679","51200"
"07.01.2021 02:00 - 07.01.2021 02:15","45419","51370"
"07.01.2021 02:15 - 07.01.2021 02:30","45397","50975"
"07.01.2021 02:30 - 07.01.2021 02:45","45349","50989"
"07.01.2021 02:45 - 07.01.2021 03:00","45497","50959"
"07.01.2021 03:00 - 07.01.2021 03:15","45357","51006"
"07.01.2021 03:15 - 07.01.2021 03:30","45950","50940"
"07.01.2021 03:30 - 07.01.2021 03:45","45634","50959"
"07.01.2021 03:45 - 07.01.2021 04:00","45961","51114"
"07.01.2021 04:00 - 07.01.2021 04:15","46469","51611"
"07.01.2021 04:15 - 07.01.2021 04:30","47067","51691"
"07.01.2021 04:30 - 07.01.2021 04:45","47201","52112"
"07.01.2021 04:45 - 07.01.2021 05:00","47783","52586"
"07.01.2021 05:00 - 07.01.2021 05:15","48081","53901"
"07.01.2021 05:15 - 07.01.2021 05:30","48625","54347"
"07.01.2021 05:30 - 07.01.2021 05:45","49564","55150"
"07.01.2021 05:45 - 07.01.2021 06:00","50639","56272"
"07.01.2021 06:00 - 07.01.2021 06:15","52819","58271"
"07.01.2021 06:15 - 07.01.2021 06:30","54091","59846"
"07.01.2021 06:30 - 07.01.2021 06:45","55516","60729"
"07.01.2021 06:45 - 07.01.2021 07:00","56948","61835"
"07.01.2021 07:00 - 07.01.2021 07:15","58458","63730"
"07.01.2021 07:15 - 07.01.2021 07:30","59650","64513"
"07.01.2021 07:30 - 07.01.2021 07:45","60562","65259"
"07.01.2021 07:45 - 07.01.2021 08:00","61173","66639"
"07.01.2021 08:00 - 07.01.2021 08:15","62512","67780"
"07.01.2021 08:15 - 07.01.2021 08:30","62917","67999"
"07.01.2021 08:30 - 07.01.2021 08:45","62764","68443"
"07.01.2021 08:45 - 07.01.2021 09:00","63381","68545"
"07.01.2021 09:00 - 07.01.2021 09:15","63262","68808"
"07.01.2021 09:15 - 07.01.2021 09:30","63710","69138"
"07.01.2021 09:30 - 07.01.2021 09:45","63903","69513"
"07.01.2021 09:45 - 07.01.2021 10:00","64216","69833"
"07.01.2021 10:00 - 07.01.2021 10:15","64535","70075"
"07.01.2021 10:15 - 07.01.2021 10:30","64821","70296"
"07.01.2021 10:30 - 07.01.2021 10:45","64758","70614"
"07.01.2021 10:45 - 07.01.2021 11:00","64816","70901"
"07.01.2021 11:00 - 07.01.2021 11:15","65648","71516"
"07.01.2021 11:15 - 07.01.2021 11:30","65051","72048"
"07.01.2021 11:30 - 07.01.2021 11:45","65602","72328"
"07.01.2021 11:45 - 07.01.2021 12:00","66187","72622"
"07.01.2021 12:00 - 07.01.2021 12:15","65458","72894"
"07.01.2021 12:15 - 07.01.2021 12:30","65579","72962"
"07.01.2021 12:30 - 07.01.2021 12:45","65268","72865"
"07.01.2021 12:45 - 07.01.2021 13:00","65312","72543"
"07.01.2021 13:00 - 07.01.2021 13:15","64992","72221"
"07.01.2021 13:15 - 07.01.2021 13:30","65195","71801"
"07.01.2021 13:30 - 07.01.2021 13:45","63904","71528"
"07.01.2021 13:45 - 07.01.2021 14:00","63441","70895"
"07.01.2021 14:00 - 07.01.2021 14:15","63523","70637"
"07.01.2021 14:15 - 07.01.2021 14:30","63330","70433"
"07.01.2021 14:30 - 07.01.2021 14:45","62993","70176"
"07.01.2021 14:45 - 07.01.2021 15:00","63295","69755"
"07.01.2021 15:00 - 07.01.2021 15:15","63101","70133"
"07.01.2021 15:15 - 07.01.2021 15:30","62911","69773"
"07.01.2021 15:30 - 07.01.2021 15:45","63148","69548"
"07.01.2021 15:45 - 07.01.2021 16:00","62951","69208"
"07.01.2021 16:00 - 07.01.2021 16:15","62623","69405"
"07.01.2021 16:15 - 07.01.2021 16:30","63042","69543"
"07.01.2021 16:30 - 07.01.2021 16:45","63388","70074"
"07.01.2021 16:45 - 07.01.2021 17:00","63730","70737"
"07.01.2021 17:00 - 07.01.2021 17:15","65041","71843"
"07.01.2021 17:15 - 07.01.2021 17:30","65700","72339"
"07.01.2021 17:30 - 07.01.2021 17:45","66248","72395"
"07.01.2021 17:45 - 07.01.2021 18:00","66633","72403"
"07.01.2021 18:00 - 07.01.2021 18:15","66449","72297"
"07.01.2021 18:15 - 07.01.2021 18:30","66136","72099"
"07.01.2021 18:30 - 07.01.2021 18:45","65993","71739"
"07.01.2021 18:45 - 07.01.2021 19:00","65294","71380"
"07.01.2021 19:00 - 07.01.2021 19:15","64810","70562"
"07.01.2021 19:15 - 07.01.2021 19:30","63960","70145"
"07.01.2021 19:30 - 07.01.2021 19:45","63473","69517"
"07.01.2021 19:45 - 07.01.2021 20:00","63077","68905"
"07.01.2021 20:00 - 07.01.2021 20:15","61806","67727"
"07.01.2021 20:15 - 07.01.2021 20:30","60357","66860"
"07.01.2021 20:30 - 07.01.2021 20:45","59737","65994"
"07.01.2021 20:45 - 07.01.2021 21:00","58896","65288"
"07.01.2021 21:00 - 07.01.2021 21:15","58039","64599"
"07.01.2021 21:15 - 07.01.2021 21:30","57497","64164"
"07.01.2021 21:30 - 07.01.2021 21:45","56199","63394"
"07.01.2021 21:45 - 07.01.2021 22:00","55983","62736"
"07.01.2021 22:00 - 07.01.2021 22:15","56538","62770"
"07.01.2021 22:15 - 07.01.2021 22:30","55611","62246"
"07.01.2021 22:30 - 07.01.2021 22:45","55525","61275"
"07.01.2021 22:45 - 07.01.2021 23:00","54050","60456"
"07.01.2021 23:00 - 07.01.2021 23:15","53325","58855"
"07.01.2021 23:15 - 07.01.2021 23:30","51922","57976"
"07.01.2021 23:30 - 07.01.2021 23:45","51089","57347"
"07.01.2021 23:45 - 08.01.2021 00:00","50564","56694"
"08.01.2021 00:00 - 08.01.2021 00:15","49376","55672"
"08.01.2021 00:15 - 08.01.2021 00:30","48853","54839"
"08.01.2021 00:30 - 08.01.2021 00:45","48434","54478"
"08.01.2021 00:45 - 08.01.2021 01:00","48054","53927"
"08.01.2021 01:00 - 08.01.2021 01:15","47423","53315"
"08.01.2021 01:15 - 08.01.2021 01:30","46754","52749"
"08.01.2021 01:30 - 08.01.2021 01:45","46466","52847"
"08.01.2021 01:45 - 08.01.2021 02:00","46229","52422"
"08.01.2021 02:00 - 08.01.2021 02:15","46002","51591"
"08.01.2021 02:15 - 08.01.2021 02:30","46011","51403"
"08.01.2021 02:30 - 08.01.2021 02:45","45976","51671"
"08.01.2021 02:45 - 08.01.2021 03:00","46211","51517"
"08.01.2021 03:00 - 08.01.2021 03:15","46148","51233"
"08.01.2021 03:15 - 08.01.2021 03:30","46559","51465"
"08.01.2021 03:30 - 08.01.2021 03:45","46509","51655"
"08.01.2021 03:45 - 08.01.2021 04:00","46509","51886"
"08.01.2021 04:00 - 08.01.2021 04:15","46915","52337"
"08.01.2021 04:15 - 08.01.2021 04:30","47346","52502"
"08.01.2021 04:30 - 08.01.2021 04:45","47350","52791"
"08.01.2021 04:45 - 08.01.2021 05:00","48104","53270"
"08.01.2021 05:00 - 08.01.2021 05:15","48789","54151"
"08.01.2021 05:15 - 08.01.2021 05:30","49340","54380"
"08.01.2021 05:30 - 08.01.2021 05:45","50177","55171"
"08.01.2021 05:45 - 08.01.2021 06:00","51514","56335"
"08.01.2021 06:00 - 08.01.2021 06:15","53673","58282"
"08.01.2021 06:15 - 08.01.2021 06:30","55392","59592"
"08.01.2021 06:30 - 08.01.2021 06:45","56534","60980"
"08.01.2021 06:45 - 08.01.2021 07:00","57963","62255"
"08.01.2021 07:00 - 08.01.2021 07:15","59376","64009"
"08.01.2021 07:15 - 08.01.2021 07:30","59828","64910"
"08.01.2021 07:30 - 08.01.2021 07:45","60516","65721"
"08.01.2021 07:45 - 08.01.2021 08:00","61322","66730"
"08.01.2021 08:00 - 08.01.2021 08:15","62323","67680"
"08.01.2021 08:15 - 08.01.2021 08:30","62379","67852"
"08.01.2021 08:30 - 08.01.2021 08:45","62397","68356"
"08.01.2021 08:45 - 08.01.2021 09:00","62831","68551"
"08.01.2021 09:00 - 08.01.2021 09:15","62263","68889"
"08.01.2021 09:15 - 08.01.2021 09:30","62666","69253"
"08.01.2021 09:30 - 08.01.2021 09:45","63077","69575"
"08.01.2021 09:45 - 08.01.2021 10:00","62963","69891"
"08.01.2021 10:00 - 08.01.2021 10:15","62930","70290"
"08.01.2021 10:15 - 08.01.2021 10:30","63420","70464"
"08.01.2021 10:30 - 08.01.2021 10:45","63363","70823"
"08.01.2021 10:45 - 08.01.2021 11:00","63936","71035"
"08.01.2021 11:00 - 08.01.2021 11:15","64386","70914"
"08.01.2021 11:15 - 08.01.2021 11:30","64608","71371"
"08.01.2021 11:30 - 08.01.2021 11:45","64526","71698"
"08.01.2021 11:45 - 08.01.2021 12:00","64697","71770"
"08.01.2021 12:00 - 08.01.2021 12:15","64445","71507"
"08.01.2021 12:15 - 08.01.2021 12:30","64575","71472"
"08.01.2021 12:30 - 08.01.2021 12:45","64182","71249"
"08.01.2021 12:45 - 08.01.2021 13:00","63903","70899"
"08.01.2021 13:00 - 08.01.2021 13:15","63152","70345"
"08.01.2021 13:15 - 08.01.2021 13:30","62856","69692"
"08.01.2021 13:30 - 08.01.2021 13:45","61981","69307"
"08.01.2021 13:45 - 08.01.2021 14:00","61203","68742"
"08.01.2021 14:00 - 08.01.2021 14:15","60980","68396"
"08.01.2021 14:15 - 08.01.2021 14:30","60808","68283"
"08.01.2021 14:30 - 08.01.2021 14:45","60527","67911"
"08.01.2021 14:45 - 08.01.2021 15:00","60545","67603"
"08.01.2021 15:00 - 08.01.2021 15:15","60207","67673"
"08.01.2021 15:15 - 08.01.2021 15:30","59905","67508"
"08.01.2021 15:30 - 08.01.2021 15:45","60131","67447"
"08.01.2021 15:45 - 08.01.2021 16:00","60004","67372"
"08.01.2021 16:00 - 08.01.2021 16:15","60087","67737"
"08.01.2021 16:15 - 08.01.2021 16:30","60572","67893"
"08.01.2021 16:30 - 08.01.2021 16:45","61024","68371"
"08.01.2021 16:45 - 08.01.2021 17:00","61581","69252"
"08.01.2021 17:00 - 08.01.2021 17:15","63026","69965"
"08.01.2021 17:15 - 08.01.2021 17:30","63666","70659"
"08.01.2021 17:30 - 08.01.2021 17:45","64347","70951"
"08.01.2021 17:45 - 08.01.2021 18:00","64708","71181"
"08.01.2021 18:00 - 08.01.2021 18:15","64412","70734"
"08.01.2021 18:15 - 08.01.2021 18:30","64376","70372"
"08.01.2021 18:30 - 08.01.2021 18:45","64101","70297"
"08.01.2021 18:45 - 08.01.2021 19:00","63507","69915"
"08.01.2021 19:00 - 08.01.2021 19:15","62975","69391"
"08.01.2021 19:15 - 08.01.2021 19:30","62214","68542"
"08.01.2021 19:30 - 08.01.2021 19:45","61852","67985"
"08.01.2021 19:45 - 08.01.2021 20:00","61306","67058"
"08.01.2021 20:00 - 08.01.2021 20:15","59679","65746"
"08.01.2021 20:15 - 08.01.2021 20:30","58469","64994"
"08.01.2021 20:30 - 08.01.2021 20:45","57638","63909"
"08.01.2021 20:45 - 08.01.2021 21:00","56884","63056"
"08.01.2021 21:00 - 08.01.2021 21:15","56324","62276"
"08.01.2021 21:15 - 08.01.2021 21:30","55836","61653"
"08.01.2021 21:30 - 08.01.2021 21:45","55017","60967"
"08.01.2021 21:45 - 08.01.2021 22:00","54866","60306"
"08.01.2021 22:00 - 08.01.2021 22:15","54690","60072"
"08.01.2021 22:15 - 08.01.2021 22:30","54201","59431"
"08.01.2021 22:30 - 08.01.2021 22:45","53739","58855"
"08.01.2021 22:45 - 08.01.2021 23:00","52735","58254"
"08.01.2021 23:00 - 08.01.2021 23:15","51784","57028"
"08.01.2021 23:15 - 08.01.2021 23:30","50703","56373"
"08.01.2021 23:30 - 08.01.2021 23:45","49993","55530"
"08.01.2021 23:45 - 09.01.2021 00:00","49408","54968"
"09.01.2021 00:00 - 09.01.2021 00:15","48890","53600"
"09.01.2021 00:15 - 09.01.2021 00:30","48180","52912"
"09.01.2021 00:30 - 09.01.2021 00:45","47633","52323"
"09.01.2021 00:45 - 09.01.2021 01:00","47078","51772"
"09.01.2021 01:00 - 09.01.2021 01:15","46808","51300"
"09.01.2021 01:15 - 09.01.2021 01:30","45872","50886"
"09.01.2021 01:30 - 09.01.2021 01:45","45408","50736"
"09.01.2021 01:45 - 09.01.2021 02:00","45243","50339"
"09.01.2021 02:00 - 09.01.2021 02:15","44943","49723"
"09.01.2021 02:15 - 09.01.2021 02:30","44737","49478"
"09.01.2021 02:30 - 09.01.2021 02:45","44574","49596"
"09.01.2021 02:45 - 09.01.2021 03:00","44557","49565"
"09.01.2021 03:00 - 09.01.2021 03:15","44267","49460"
"09.01.2021 03:15 - 09.01.2021 03:30","44647","49217"
"09.01.2021 03:30 - 09.01.2021 03:45","44403","48972"
"09.01.2021 03:45 - 09.01.2021 04:00","44378","49040"
"09.01.2021 04:00 - 09.01.2021 04:15","44352","49265"
"09.01.2021 04:15 - 09.01.2021 04:30","44576","49137"
"09.01.2021 04:30 - 09.01.2021 04:45","44424","49159"
"09.01.2021 04:45 - 09.01.2021 05:00","44836","49315"
"09.01.2021 05:00 - 09.01.2021 05:15","44366","49594"
"09.01.2021 05:15 - 09.01.2021 05:30","44032","49182"
"09.01.2021 05:30 - 09.01.2021 05:45","43985","49107"
"09.01.2021 05:45 - 09.01.2021 06:00","43884","49168"
"09.01.2021 06:00 - 09.01.2021 06:15","43855","49316"
"09.01.2021 06:15 - 09.01.2021 06:30","44124","49426"
"09.01.2021 06:30 - 09.01.2021 06:45","44324","49651"
"09.01.2021 06:45 - 09.01.2021 07:00","45157","50048"
"09.01.2021 07:00 - 09.01.2021 07:15","45838","50842"
"09.01.2021 07:15 - 09.01.2021 07:30","46403","51511"
"09.01.2021 07:30 - 09.01.2021 07:45","47000","51995"
"09.01.2021 07:45 - 09.01.2021 08:00","47663","52802"
"09.01.2021 08:00 - 09.01.2021 08:15","48976","53770"
"09.01.2021 08:15 - 09.01.2021 08:30","49647","54337"
"09.01.2021 08:30 - 09.01.2021 08:45","49903","55379"
"09.01.2021 08:45 - 09.01.2021 09:00","50960","55952"
"09.01.2021 09:00 - 09.01.2021 09:15","51876","57009"
"09.01.2021 09:15 - 09.01.2021 09:30","52890","57727"
"09.01.2021 09:30 - 09.01.2021 09:45","53862","58125"
"09.01.2021 09:45 - 09.01.2021 10:00","54168","58757"
"09.01.2021 10:00 - 09.01.2021 10:15","54497","59225"
"09.01.2021 10:15 - 09.01.2021 10:30","55145","59601"
"09.01.2021 10:30 - 09.01.2021 10:45","55336","59880"
"09.01.2021 10:45 - 09.01.2021 11:00","55416","60345"
"09.01.2021 11:00 - 09.01.2021 11:15","56026","60810"
"09.01.2021 11:15 - 09.01.2021 11:30","56159","61065"
"09.01.2021 11:30 - 09.01.2021 11:45","56338","61580"
"09.01.2021 11:45 - 09.01.2021 12:00","56833","61864"
"09.01.2021 12:00 - 09.01.2021 12:15","56498","61819"
"09.01.2021 12:15 - 09.01.2021 12:30","56520","61657"
"09.01.2021 12:30 - 09.01.2021 12:45","56071","61439"
"09.01.2021 12:45 - 09.01.2021 13:00","55990","61138"
"09.01.2021 13:00 - 09.01.2021 13:15","55308","60840"
"09.01.2021 13:15 - 09.01.2021 13:30","55142","60209"
"09.01.2021 13:30 - 09.01.2021 13:45","54842","60030"
"09.01.2021 13:45 - 09.01.2021 14:00","54194","59674"
"09.01.2021 14:00 - 09.01.2021 14:15","53768","59408"
"09.01.2021 14:15 - 09.01.2021 14:30","53063","59113"
"09.01.2021 14:30 - 09.01.2021 14:45","53296","58937"
"09.01.2021 14:45 - 09.01.2021 15:00","53361","59001"
"09.01.2021 15:00 - 09.01.2021 15:15","52938","59003"
"09.01.2021 15:15 - 09.01.2021 15:30","52616","58568"
"09.01.2021 15:30 - 09.01.2021 15:45","52852","58510"
"09.01.2021 15:45 - 09.01.2021 16:00","52872","58747"
