"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2022 09:45 - 05.01.2022 10:00","71502","72796"
"05.01.2022 10:00 - 05.01.2022 10:15","71340","72978"
"05.01.2022 10:15 - 05.01.2022 10:30","71764","73176"
"05.01.2022 10:30 - 05.01.2022 10:45","72189","73767"
"05.01.2022 10:45 - 05.01.2022 11:00","72651","74059"
"05.01.2022 11:00 - 05.01.2022 11:15","72719","74836"
"05.01.2022 11:15 - 05.01.2022 11:30","73438","75060"
"05.01.2022 11:30 - 05.01.2022 11:45","73702","75333"
"05.01.2022 11:45 - 05.01.2022 12:00","73721","75196"
"05.01.2022 12:00 - 05.01.2022 12:15","73797","75123"
"05.01.2022 12:15 - 05.01.2022 12:30","73586","74863"
"05.01.2022 12:30 - 05.01.2022 12:45","73532","74846"
"05.01.2022 12:45 - 05.01.2022 13:00","73317","74884"
"05.01.2022 13:00 - 05.01.2022 13:15","73386","75184"
"05.01.2022 13:15 - 05.01.2022 13:30","72989","74649"
"05.01.2022 13:30 - 05.01.2022 13:45","72234","73831"
"05.01.2022 13:45 - 05.01.2022 14:00","71730","73102"
"05.01.2022 14:00 - 05.01.2022 14:15","71806","73027"
"05.01.2022 14:15 - 05.01.2022 14:30","71498","72953"
"05.01.2022 14:30 - 05.01.2022 14:45","71240","72583"
"05.01.2022 14:45 - 05.01.2022 15:00","70853","72240"
"05.01.2022 15:00 - 05.01.2022 15:15","70806","72253"
"05.01.2022 15:15 - 05.01.2022 15:30","70441","71765"
"05.01.2022 15:30 - 05.01.2022 15:45","69967","71706"
"05.01.2022 15:45 - 05.01.2022 16:00","69706","71812"
"05.01.2022 16:00 - 05.01.2022 16:15","70192","71924"
"05.01.2022 16:15 - 05.01.2022 16:30","70173","72287"
"05.01.2022 16:30 - 05.01.2022 16:45","70455","72414"
"05.01.2022 16:45 - 05.01.2022 17:00","71162","72971"
"05.01.2022 17:00 - 05.01.2022 17:15","72018","73867"
"05.01.2022 17:15 - 05.01.2022 17:30","72167","74202"
"05.01.2022 17:30 - 05.01.2022 17:45","72274","74427"
"05.01.2022 17:45 - 05.01.2022 18:00","72237","74813"
"05.01.2022 18:00 - 05.01.2022 18:15","72320","74300"
"05.01.2022 18:15 - 05.01.2022 18:30","71953","74249"
"05.01.2022 18:30 - 05.01.2022 18:45","71470","74111"
"05.01.2022 18:45 - 05.01.2022 19:00","71155","73450"
"05.01.2022 19:00 - 05.01.2022 19:15","70660","73041"
"05.01.2022 19:15 - 05.01.2022 19:30","70130","72247"
"05.01.2022 19:30 - 05.01.2022 19:45","69425","72070"
"05.01.2022 19:45 - 05.01.2022 20:00","68914","71178"
"05.01.2022 20:00 - 05.01.2022 20:15","67349","69949"
"05.01.2022 20:15 - 05.01.2022 20:30","66613","68663"
"05.01.2022 20:30 - 05.01.2022 20:45","65654","67205"
"05.01.2022 20:45 - 05.01.2022 21:00","65152","66532"
"05.01.2022 21:00 - 05.01.2022 21:15","64494","65832"
"05.01.2022 21:15 - 05.01.2022 21:30","64028","65344"
"05.01.2022 21:30 - 05.01.2022 21:45","63489","64433"
"05.01.2022 21:45 - 05.01.2022 22:00","62752","63255"
"05.01.2022 22:00 - 05.01.2022 22:15","63018","62561"
"05.01.2022 22:15 - 05.01.2022 22:30","62320","62048"
"05.01.2022 22:30 - 05.01.2022 22:45","61271","61233"
"05.01.2022 22:45 - 05.01.2022 23:00","60512","60279"
"05.01.2022 23:00 - 05.01.2022 23:15","59401","59522"
"05.01.2022 23:15 - 05.01.2022 23:30","58588","58744"
"05.01.2022 23:30 - 05.01.2022 23:45","57767","57468"
"05.01.2022 23:45 - 06.01.2022 00:00","57144","56366"
"06.01.2022 00:00 - 06.01.2022 00:15","53975","55944"
"06.01.2022 00:15 - 06.01.2022 00:30","53249","55583"
"06.01.2022 00:30 - 06.01.2022 00:45","52547","55014"
"06.01.2022 00:45 - 06.01.2022 01:00","52211","54958"
"06.01.2022 01:00 - 06.01.2022 01:15","51565","54774"
"06.01.2022 01:15 - 06.01.2022 01:30","51074","54098"
"06.01.2022 01:30 - 06.01.2022 01:45","50893","54023"
"06.01.2022 01:45 - 06.01.2022 02:00","50497","53642"
"06.01.2022 02:00 - 06.01.2022 02:15","50178","53095"
"06.01.2022 02:15 - 06.01.2022 02:30","50092","53158"
"06.01.2022 02:30 - 06.01.2022 02:45","49862","53024"
"06.01.2022 02:45 - 06.01.2022 03:00","49927","52980"
"06.01.2022 03:00 - 06.01.2022 03:15","49973","52622"
"06.01.2022 03:15 - 06.01.2022 03:30","50092","52673"
"06.01.2022 03:30 - 06.01.2022 03:45","50232","52520"
"06.01.2022 03:45 - 06.01.2022 04:00","50251","52452"
"06.01.2022 04:00 - 06.01.2022 04:15","50692","52482"
"06.01.2022 04:15 - 06.01.2022 04:30","50667","53018"
"06.01.2022 04:30 - 06.01.2022 04:45","50856","53365"
"06.01.2022 04:45 - 06.01.2022 05:00","51176","53583"
"06.01.2022 05:00 - 06.01.2022 05:15","52075","54277"
"06.01.2022 05:15 - 06.01.2022 05:30","52198","54513"
"06.01.2022 05:30 - 06.01.2022 05:45","52543","54937"
"06.01.2022 05:45 - 06.01.2022 06:00","53476","55730"
"06.01.2022 06:00 - 06.01.2022 06:15","54918","57027"
"06.01.2022 06:15 - 06.01.2022 06:30","56353","58046"
"06.01.2022 06:30 - 06.01.2022 06:45","57622","59119"
"06.01.2022 06:45 - 06.01.2022 07:00","58543","59944"
"06.01.2022 07:00 - 06.01.2022 07:15","60214","61304"
"06.01.2022 07:15 - 06.01.2022 07:30","60702","62522"
"06.01.2022 07:30 - 06.01.2022 07:45","61517","63531"
"06.01.2022 07:45 - 06.01.2022 08:00","62080","64215"
"06.01.2022 08:00 - 06.01.2022 08:15","63281","64694"
"06.01.2022 08:15 - 06.01.2022 08:30","63829","64844"
"06.01.2022 08:30 - 06.01.2022 08:45","64199","64973"
"06.01.2022 08:45 - 06.01.2022 09:00","64261","65405"
"06.01.2022 09:00 - 06.01.2022 09:15","64192","65618"
"06.01.2022 09:15 - 06.01.2022 09:30","65207","65960"
"06.01.2022 09:30 - 06.01.2022 09:45","65287","66248"
"06.01.2022 09:45 - 06.01.2022 10:00","65629","66478"
"06.01.2022 10:00 - 06.01.2022 10:15","65865","66406"
"06.01.2022 10:15 - 06.01.2022 10:30","66051","66471"
"06.01.2022 10:30 - 06.01.2022 10:45","66739","66695"
"06.01.2022 10:45 - 06.01.2022 11:00","66925","66766"
"06.01.2022 11:00 - 06.01.2022 11:15","67571","66775"
"06.01.2022 11:15 - 06.01.2022 11:30","68186","67219"
"06.01.2022 11:30 - 06.01.2022 11:45","68601","67436"
"06.01.2022 11:45 - 06.01.2022 12:00","68384","67298"
"06.01.2022 12:00 - 06.01.2022 12:15","68255","66953"
"06.01.2022 12:15 - 06.01.2022 12:30","68379","66776"
"06.01.2022 12:30 - 06.01.2022 12:45","68107","66351"
"06.01.2022 12:45 - 06.01.2022 13:00","67866","66006"
"06.01.2022 13:00 - 06.01.2022 13:15","67370","65984"
"06.01.2022 13:15 - 06.01.2022 13:30","67046","65514"
"06.01.2022 13:30 - 06.01.2022 13:45","66448","64970"
"06.01.2022 13:45 - 06.01.2022 14:00","66009","64279"
"06.01.2022 14:00 - 06.01.2022 14:15","65764","64090"
"06.01.2022 14:15 - 06.01.2022 14:30","65652","63757"
"06.01.2022 14:30 - 06.01.2022 14:45","65348","63650"
"06.01.2022 14:45 - 06.01.2022 15:00","65134","63336"
"06.01.2022 15:00 - 06.01.2022 15:15","65143","63384"
"06.01.2022 15:15 - 06.01.2022 15:30","64920","63247"
"06.01.2022 15:30 - 06.01.2022 15:45","64927","63012"
"06.01.2022 15:45 - 06.01.2022 16:00","65093","62895"
"06.01.2022 16:00 - 06.01.2022 16:15","65478","63356"
"06.01.2022 16:15 - 06.01.2022 16:30","65836","63756"
"06.01.2022 16:30 - 06.01.2022 16:45","66507","64499"
"06.01.2022 16:45 - 06.01.2022 17:00","67192","65631"
"06.01.2022 17:00 - 06.01.2022 17:15","67808","67060"
"06.01.2022 17:15 - 06.01.2022 17:30","68100","67912"
"06.01.2022 17:30 - 06.01.2022 17:45","68305","68545"
"06.01.2022 17:45 - 06.01.2022 18:00","68377","68827"
"06.01.2022 18:00 - 06.01.2022 18:15","68298","68619"
"06.01.2022 18:15 - 06.01.2022 18:30","68075","68785"
"06.01.2022 18:30 - 06.01.2022 18:45","67909","68851"
"06.01.2022 18:45 - 06.01.2022 19:00","67813","68524"
"06.01.2022 19:00 - 06.01.2022 19:15","67467","68121"
"06.01.2022 19:15 - 06.01.2022 19:30","66779","68038"
"06.01.2022 19:30 - 06.01.2022 19:45","66463","67759"
"06.01.2022 19:45 - 06.01.2022 20:00","65739","67104"
"06.01.2022 20:00 - 06.01.2022 20:15","64779","66471"
"06.01.2022 20:15 - 06.01.2022 20:30","64008","65757"
"06.01.2022 20:30 - 06.01.2022 20:45","63105","64729"
"06.01.2022 20:45 - 06.01.2022 21:00","62529","64043"
"06.01.2022 21:00 - 06.01.2022 21:15","61895","63488"
"06.01.2022 21:15 - 06.01.2022 21:30","61676","62711"
"06.01.2022 21:30 - 06.01.2022 21:45","61265","62052"
"06.01.2022 21:45 - 06.01.2022 22:00","60710","61224"
"06.01.2022 22:00 - 06.01.2022 22:15","60889","61437"
"06.01.2022 22:15 - 06.01.2022 22:30","60602","61219"
"06.01.2022 22:30 - 06.01.2022 22:45","59547","60136"
"06.01.2022 22:45 - 06.01.2022 23:00","58824","59392"
"06.01.2022 23:00 - 06.01.2022 23:15","57591","58740"
"06.01.2022 23:15 - 06.01.2022 23:30","57076","58107"
"06.01.2022 23:30 - 06.01.2022 23:45","56497","57471"
"06.01.2022 23:45 - 07.01.2022 00:00","55763","56704"
"07.01.2022 00:00 - 07.01.2022 00:15","55660","55554"
"07.01.2022 00:15 - 07.01.2022 00:30","54896","54523"
"07.01.2022 00:30 - 07.01.2022 00:45","54549","54054"
"07.01.2022 00:45 - 07.01.2022 01:00","54213","53686"
"07.01.2022 01:00 - 07.01.2022 01:15","53877","53428"
"07.01.2022 01:15 - 07.01.2022 01:30","53524","52887"
"07.01.2022 01:30 - 07.01.2022 01:45","53037","52590"
"07.01.2022 01:45 - 07.01.2022 02:00","52545","52495"
"07.01.2022 02:00 - 07.01.2022 02:15","52399","52218"
"07.01.2022 02:15 - 07.01.2022 02:30","52277","51938"
"07.01.2022 02:30 - 07.01.2022 02:45","52509","51701"
"07.01.2022 02:45 - 07.01.2022 03:00","52339","51843"
"07.01.2022 03:00 - 07.01.2022 03:15","52073","51975"
"07.01.2022 03:15 - 07.01.2022 03:30","52078","51946"
"07.01.2022 03:30 - 07.01.2022 03:45","51907","52141"
"07.01.2022 03:45 - 07.01.2022 04:00","52044","52305"
"07.01.2022 04:00 - 07.01.2022 04:15","52633","53130"
"07.01.2022 04:15 - 07.01.2022 04:30","52742","53291"
"07.01.2022 04:30 - 07.01.2022 04:45","53245","54205"
"07.01.2022 04:45 - 07.01.2022 05:00","53232","54552"
"07.01.2022 05:00 - 07.01.2022 05:15","54428","55772"
"07.01.2022 05:15 - 07.01.2022 05:30","54889","55894"
"07.01.2022 05:30 - 07.01.2022 05:45","55636","56772"
"07.01.2022 05:45 - 07.01.2022 06:00","56694","58031"
"07.01.2022 06:00 - 07.01.2022 06:15","58006","59997"
"07.01.2022 06:15 - 07.01.2022 06:30","59538","61480"
"07.01.2022 06:30 - 07.01.2022 06:45","60429","62827"
"07.01.2022 06:45 - 07.01.2022 07:00","61407","63892"
"07.01.2022 07:00 - 07.01.2022 07:15","62634","65587"
"07.01.2022 07:15 - 07.01.2022 07:30","63590","66949"
"07.01.2022 07:30 - 07.01.2022 07:45","64763","67958"
"07.01.2022 07:45 - 07.01.2022 08:00","65411","68922"
"07.01.2022 08:00 - 07.01.2022 08:15","66594","69570"
"07.01.2022 08:15 - 07.01.2022 08:30","67030","70249"
"07.01.2022 08:30 - 07.01.2022 08:45","67351","70944"
"07.01.2022 08:45 - 07.01.2022 09:00","67640","71227"
"07.01.2022 09:00 - 07.01.2022 09:15","68112","71532"
"07.01.2022 09:15 - 07.01.2022 09:30","68661","72259"
"07.01.2022 09:30 - 07.01.2022 09:45","68952","72623"
"07.01.2022 09:45 - 07.01.2022 10:00","69175","72858"
"07.01.2022 10:00 - 07.01.2022 10:15","69322","72719"
"07.01.2022 10:15 - 07.01.2022 10:30","69542","72922"
"07.01.2022 10:30 - 07.01.2022 10:45","69924","73063"
"07.01.2022 10:45 - 07.01.2022 11:00","70342","73533"
"07.01.2022 11:00 - 07.01.2022 11:15","70800","73506"
"07.01.2022 11:15 - 07.01.2022 11:30","71358","73646"
"07.01.2022 11:30 - 07.01.2022 11:45","71828","74114"
"07.01.2022 11:45 - 07.01.2022 12:00","71598","74219"
"07.01.2022 12:00 - 07.01.2022 12:15","71836","74446"
"07.01.2022 12:15 - 07.01.2022 12:30","71590","74244"
"07.01.2022 12:30 - 07.01.2022 12:45","71151","74099"
"07.01.2022 12:45 - 07.01.2022 13:00","71206","73368"
"07.01.2022 13:00 - 07.01.2022 13:15","70992","73020"
"07.01.2022 13:15 - 07.01.2022 13:30","70607","72325"
"07.01.2022 13:30 - 07.01.2022 13:45","70213","71834"
"07.01.2022 13:45 - 07.01.2022 14:00","69406","71480"
"07.01.2022 14:00 - 07.01.2022 14:15","69563","71509"
"07.01.2022 14:15 - 07.01.2022 14:30","69218","71388"
"07.01.2022 14:30 - 07.01.2022 14:45","69234","71147"
"07.01.2022 14:45 - 07.01.2022 15:00","68752","70901"
"07.01.2022 15:00 - 07.01.2022 15:15","68824","70850"
"07.01.2022 15:15 - 07.01.2022 15:30","68513","70725"
"07.01.2022 15:30 - 07.01.2022 15:45","68488","70398"
"07.01.2022 15:45 - 07.01.2022 16:00","68391","70385"
"07.01.2022 16:00 - 07.01.2022 16:15","68801","70388"
"07.01.2022 16:15 - 07.01.2022 16:30","68727","70336"
"07.01.2022 16:30 - 07.01.2022 16:45","69309","70991"
"07.01.2022 16:45 - 07.01.2022 17:00","69829","71516"
"07.01.2022 17:00 - 07.01.2022 17:15","70634","71798"
"07.01.2022 17:15 - 07.01.2022 17:30","70936","72258"
"07.01.2022 17:30 - 07.01.2022 17:45","70996","72570"
"07.01.2022 17:45 - 07.01.2022 18:00","70960","72477"
"07.01.2022 18:00 - 07.01.2022 18:15","70824","71947"
"07.01.2022 18:15 - 07.01.2022 18:30","70579","71384"
"07.01.2022 18:30 - 07.01.2022 18:45","70374","71073"
"07.01.2022 18:45 - 07.01.2022 19:00","69984","70466"
"07.01.2022 19:00 - 07.01.2022 19:15","69452","69800"
"07.01.2022 19:15 - 07.01.2022 19:30","68835","69000"
"07.01.2022 19:30 - 07.01.2022 19:45","68366","68544"
"07.01.2022 19:45 - 07.01.2022 20:00","67844","67749"
"07.01.2022 20:00 - 07.01.2022 20:15","67020","66318"
"07.01.2022 20:15 - 07.01.2022 20:30","66142","65396"
"07.01.2022 20:30 - 07.01.2022 20:45","65331","64867"
"07.01.2022 20:45 - 07.01.2022 21:00","64802","63871"
"07.01.2022 21:00 - 07.01.2022 21:15","63510","63222"
"07.01.2022 21:15 - 07.01.2022 21:30","63578","62626"
"07.01.2022 21:30 - 07.01.2022 21:45","62913","61681"
"07.01.2022 21:45 - 07.01.2022 22:00","62534","60805"
"07.01.2022 22:00 - 07.01.2022 22:15","62355","60725"
"07.01.2022 22:15 - 07.01.2022 22:30","61654","60345"
"07.01.2022 22:30 - 07.01.2022 22:45","61082","59203"
"07.01.2022 22:45 - 07.01.2022 23:00","60158","58318"
"07.01.2022 23:00 - 07.01.2022 23:15","59147","57636"
"07.01.2022 23:15 - 07.01.2022 23:30","58423","56799"
"07.01.2022 23:30 - 07.01.2022 23:45","57806","55990"
"07.01.2022 23:45 - 08.01.2022 00:00","57021","55175"
"08.01.2022 00:00 - 08.01.2022 00:15","52497","54342"
"08.01.2022 00:15 - 08.01.2022 00:30","51705","53584"
"08.01.2022 00:30 - 08.01.2022 00:45","51157","52811"
"08.01.2022 00:45 - 08.01.2022 01:00","50664","52275"
"08.01.2022 01:00 - 08.01.2022 01:15","49934","51795"
"08.01.2022 01:15 - 08.01.2022 01:30","49533","51108"
"08.01.2022 01:30 - 08.01.2022 01:45","49393","50687"
"08.01.2022 01:45 - 08.01.2022 02:00","49092","50683"
"08.01.2022 02:00 - 08.01.2022 02:15","48585","50111"
"08.01.2022 02:15 - 08.01.2022 02:30","48479","50258"
"08.01.2022 02:30 - 08.01.2022 02:45","48335","50072"
"08.01.2022 02:45 - 08.01.2022 03:00","48321","50075"
"08.01.2022 03:00 - 08.01.2022 03:15","48185","50081"
"08.01.2022 03:15 - 08.01.2022 03:30","48148","50068"
"08.01.2022 03:30 - 08.01.2022 03:45","48116","50165"
"08.01.2022 03:45 - 08.01.2022 04:00","48009","49897"
"08.01.2022 04:00 - 08.01.2022 04:15","48186","49577"
"08.01.2022 04:15 - 08.01.2022 04:30","48295","49582"
"08.01.2022 04:30 - 08.01.2022 04:45","48230","49671"
"08.01.2022 04:45 - 08.01.2022 05:00","48350","49519"
"08.01.2022 05:00 - 08.01.2022 05:15","48546","49682"
"08.01.2022 05:15 - 08.01.2022 05:30","48432","49454"
"08.01.2022 05:30 - 08.01.2022 05:45","48418","49601"
"08.01.2022 05:45 - 08.01.2022 06:00","48473","49885"
"08.01.2022 06:00 - 08.01.2022 06:15","48702","50451"
"08.01.2022 06:15 - 08.01.2022 06:30","48972","50641"
"08.01.2022 06:30 - 08.01.2022 06:45","49391","50898"
"08.01.2022 06:45 - 08.01.2022 07:00","49851","51235"
"08.01.2022 07:00 - 08.01.2022 07:15","51217","51954"
"08.01.2022 07:15 - 08.01.2022 07:30","51822","52537"
"08.01.2022 07:30 - 08.01.2022 07:45","52566","53435"
"08.01.2022 07:45 - 08.01.2022 08:00","53481","54210"
"08.01.2022 08:00 - 08.01.2022 08:15","54812","55003"
"08.01.2022 08:15 - 08.01.2022 08:30","55450","55511"
"08.01.2022 08:30 - 08.01.2022 08:45","56153","56402"
"08.01.2022 08:45 - 08.01.2022 09:00","56837","57736"
"08.01.2022 09:00 - 08.01.2022 09:15","57763","58890"
"08.01.2022 09:15 - 08.01.2022 09:30","58483","59581"
"08.01.2022 09:30 - 08.01.2022 09:45","59187","60417"
"08.01.2022 09:45 - 08.01.2022 10:00","59811","61028"
"08.01.2022 10:00 - 08.01.2022 10:15","60368","61152"
"08.01.2022 10:15 - 08.01.2022 10:30","60683","61602"
"08.01.2022 10:30 - 08.01.2022 10:45","60964","62009"
"08.01.2022 10:45 - 08.01.2022 11:00","61396","62373"
"08.01.2022 11:00 - 08.01.2022 11:15","61750","62594"
"08.01.2022 11:15 - 08.01.2022 11:30","62144","63223"
"08.01.2022 11:30 - 08.01.2022 11:45","62278","63643"
"08.01.2022 11:45 - 08.01.2022 12:00","62054","63741"
"08.01.2022 12:00 - 08.01.2022 12:15","61866","63762"
"08.01.2022 12:15 - 08.01.2022 12:30","61802","63836"
"08.01.2022 12:30 - 08.01.2022 12:45","61597","63593"
"08.01.2022 12:45 - 08.01.2022 13:00","61358","63115"
"08.01.2022 13:00 - 08.01.2022 13:15","60955","63134"
"08.01.2022 13:15 - 08.01.2022 13:30","60336","62965"
"08.01.2022 13:30 - 08.01.2022 13:45","59978","62260"
"08.01.2022 13:45 - 08.01.2022 14:00","59649","62255"
"08.01.2022 14:00 - 08.01.2022 14:15","59536","61960"
"08.01.2022 14:15 - 08.01.2022 14:30","59309","61797"
"08.01.2022 14:30 - 08.01.2022 14:45","59140","61823"
"08.01.2022 14:45 - 08.01.2022 15:00","59170","61626"
"08.01.2022 15:00 - 08.01.2022 15:15","59029","61483"
"08.01.2022 15:15 - 08.01.2022 15:30","58551","62001"
"08.01.2022 15:30 - 08.01.2022 15:45","58818","62287"
"08.01.2022 15:45 - 08.01.2022 16:00","59176","62361"
"08.01.2022 16:00 - 08.01.2022 16:15","59511","62563"
"08.01.2022 16:15 - 08.01.2022 16:30","59785","63021"
"08.01.2022 16:30 - 08.01.2022 16:45","60260","64093"
"08.01.2022 16:45 - 08.01.2022 17:00","60813","65173"
"08.01.2022 17:00 - 08.01.2022 17:15","61714","66404"
"08.01.2022 17:15 - 08.01.2022 17:30","62031","67040"
"08.01.2022 17:30 - 08.01.2022 17:45","62506","67757"
"08.01.2022 17:45 - 08.01.2022 18:00","62440","68101"
"08.01.2022 18:00 - 08.01.2022 18:15","62775","68123"
"08.01.2022 18:15 - 08.01.2022 18:30","62737","67853"
"08.01.2022 18:30 - 08.01.2022 18:45","62454","67446"
"08.01.2022 18:45 - 08.01.2022 19:00","62246","67120"
"08.01.2022 19:00 - 08.01.2022 19:15","61899","66444"
"08.01.2022 19:15 - 08.01.2022 19:30","61163","65882"
"08.01.2022 19:30 - 08.01.2022 19:45","60848","65372"
"08.01.2022 19:45 - 08.01.2022 20:00","59950","64819"
"08.01.2022 20:00 - 08.01.2022 20:15","58992","63954"
"08.01.2022 20:15 - 08.01.2022 20:30","58181","62792"
"08.01.2022 20:30 - 08.01.2022 20:45","57829","62068"
"08.01.2022 20:45 - 08.01.2022 21:00","57273","61283"
"08.01.2022 21:00 - 08.01.2022 21:15","56486","60499"
"08.01.2022 21:15 - 08.01.2022 21:30","56312","59996"
"08.01.2022 21:30 - 08.01.2022 21:45","56187","59325"
"08.01.2022 21:45 - 08.01.2022 22:00","56036","59116"
"08.01.2022 22:00 - 08.01.2022 22:15","56590","59346"
"08.01.2022 22:15 - 08.01.2022 22:30","56174","58971"
"08.01.2022 22:30 - 08.01.2022 22:45","55462","58187"
"08.01.2022 22:45 - 08.01.2022 23:00","54967","57098"
"08.01.2022 23:00 - 08.01.2022 23:15","54052","56653"
"08.01.2022 23:15 - 08.01.2022 23:30","53716","56093"
"08.01.2022 23:30 - 08.01.2022 23:45","53416","55290"
"08.01.2022 23:45 - 09.01.2022 00:00","53181","54415"
"09.01.2022 00:00 - 09.01.2022 00:15","51761","53415"
"09.01.2022 00:15 - 09.01.2022 00:30","50386","52784"
"09.01.2022 00:30 - 09.01.2022 00:45","50002","52247"
"09.01.2022 00:45 - 09.01.2022 01:00","49345","51573"
"09.01.2022 01:00 - 09.01.2022 01:15","48309","50913"
"09.01.2022 01:15 - 09.01.2022 01:30","47850","50390"
"09.01.2022 01:30 - 09.01.2022 01:45","47897","50203"
"09.01.2022 01:45 - 09.01.2022 02:00","47920","50028"
"09.01.2022 02:00 - 09.01.2022 02:15","46699","49338"
"09.01.2022 02:15 - 09.01.2022 02:30","46949","49131"
"09.01.2022 02:30 - 09.01.2022 02:45","46967","48996"
"09.01.2022 02:45 - 09.01.2022 03:00","47007","48824"
"09.01.2022 03:00 - 09.01.2022 03:15","46362","48622"
"09.01.2022 03:15 - 09.01.2022 03:30","46583","48415"
"09.01.2022 03:30 - 09.01.2022 03:45","46469","48201"
"09.01.2022 03:45 - 09.01.2022 04:00","46591","47968"
"09.01.2022 04:00 - 09.01.2022 04:15","46919","48379"
"09.01.2022 04:15 - 09.01.2022 04:30","46605","48723"
"09.01.2022 04:30 - 09.01.2022 04:45","46471","48707"
"09.01.2022 04:45 - 09.01.2022 05:00","46494","48657"
"09.01.2022 05:00 - 09.01.2022 05:15","46930","48693"
"09.01.2022 05:15 - 09.01.2022 05:30","46668","48453"
"09.01.2022 05:30 - 09.01.2022 05:45","46715","48160"
"09.01.2022 05:45 - 09.01.2022 06:00","46336","47817"
"09.01.2022 06:00 - 09.01.2022 06:15","45800","48081"
"09.01.2022 06:15 - 09.01.2022 06:30","46230","47878"
"09.01.2022 06:30 - 09.01.2022 06:45","46183","48102"
"09.01.2022 06:45 - 09.01.2022 07:00","46377","48607"
"09.01.2022 07:00 - 09.01.2022 07:15","46824","49406"
"09.01.2022 07:15 - 09.01.2022 07:30","47252","49573"
"09.01.2022 07:30 - 09.01.2022 07:45","47465","50185"
"09.01.2022 07:45 - 09.01.2022 08:00","48426","50782"
"09.01.2022 08:00 - 09.01.2022 08:15","49252","51816"
"09.01.2022 08:15 - 09.01.2022 08:30","50064","52304"
"09.01.2022 08:30 - 09.01.2022 08:45","50824","53009"
"09.01.2022 08:45 - 09.01.2022 09:00","51383","53954"
"09.01.2022 09:00 - 09.01.2022 09:15","52529","55299"
"09.01.2022 09:15 - 09.01.2022 09:30","53314","56341"
"09.01.2022 09:30 - 09.01.2022 09:45","53930","57214"
"09.01.2022 09:45 - 09.01.2022 10:00","54485","57833"
"09.01.2022 10:00 - 09.01.2022 10:15","54899","58375"
"09.01.2022 10:15 - 09.01.2022 10:30","55588","58663"
"09.01.2022 10:30 - 09.01.2022 10:45","55886","59308"
"09.01.2022 10:45 - 09.01.2022 11:00","56313","59818"
"09.01.2022 11:00 - 09.01.2022 11:15","57129","60446"
"09.01.2022 11:15 - 09.01.2022 11:30","57871","61281"
"09.01.2022 11:30 - 09.01.2022 11:45","58431","61396"
"09.01.2022 11:45 - 09.01.2022 12:00","58348","61473"
"09.01.2022 12:00 - 09.01.2022 12:15","58362","61251"
"09.01.2022 12:15 - 09.01.2022 12:30","58348","61294"
"09.01.2022 12:30 - 09.01.2022 12:45","58007","60941"
"09.01.2022 12:45 - 09.01.2022 13:00","57490","60453"
"09.01.2022 13:00 - 09.01.2022 13:15","57616","59892"
"09.01.2022 13:15 - 09.01.2022 13:30","56591","59361"
"09.01.2022 13:30 - 09.01.2022 13:45","56302","58768"
"09.01.2022 13:45 - 09.01.2022 14:00","56261","58394"
"09.01.2022 14:00 - 09.01.2022 14:15","55778","58289"
"09.01.2022 14:15 - 09.01.2022 14:30","55686","57505"
"09.01.2022 14:30 - 09.01.2022 14:45","55199","57392"
"09.01.2022 14:45 - 09.01.2022 15:00","55173","57207"
"09.01.2022 15:00 - 09.01.2022 15:15","55685","56993"
"09.01.2022 15:15 - 09.01.2022 15:30","55088","56467"
"09.01.2022 15:30 - 09.01.2022 15:45","55358","57019"
"09.01.2022 15:45 - 09.01.2022 16:00","55284","57412"
